Store Type,City,Gender,Age,Age Group,Q1 Expenditure,Q2 Expenditure,Q3 Expenditure,Q4 Expenditure,Discount Used
Merchandise,Delhi,Female,46,Middle Age,19419.34,19326.69,-13062.09,2172.7,Yes
Merchandise,Chennai,Female,61,Senior,11643.32,,18697.79,8378.92,Yes
Grocery,Indore,Male,27,Adult,16416.68,3280.83,5384.63,13468.71,No
Merchandise,Jaipur,Female,34,Adult,18055.2,5920.45,9569.92,13262.42,No
Grocery,Chennai,Female,34,Adult,11839.55,7526.16,981.6,3467.09,No
Grocery,Lucknow,Female,17,Teen,16015.2,19100.41,18553.35,5478.82,No
Merchandise,Chennai,Male,62,Senior,10952.59,4927.23,7834.4,14667.93,No
Grocery,Pune,Female,34,Adult,5995.44,7636.19,18556.52,14974.07,Yes
Merchandise,Jaipur,Female,43,Middle Age,18211.66,13626.85,13385.03,15382.27,No
Merchandise,Hyderabad,Female,42,Middle Age,9813.3,9686.75,13263.46,16229.29,Yes
Merchandise,Pune,Female,61,Senior,6950.21,11577.38,11599.99,8948.42,No
,Mumbai,Female,36,Middle Age,1937.19,13283.95,632.41,9347.11,No
Grocery,Lucknow,Male,44,Middle Age,11411.12,11548.03,21357.92,,No
Grocery,Hyderabad,Male,39,Middle Age,4205.24,5868.33,2667.21,5181.33,Yes
Grocery,Pune,Female,53,Senior,529.37,12449.98,17544.11,15586.65,No
Grocery,Kolkata,Male,36,Middle Age,946.28,12873.6,19518.48,2619.76,Yes
Grocery,Indore,Male,46,Middle Age,9091.27,8958.1,6639.51,15622.82,Yes
Grocery,Kolkata,Female,30,Adult,895.74,11784.4,-3888.29,9973.32,No
Grocery,Mumbai,Male,22,Young Adult,17420.41,14559.63,10864.86,16257.64,Yes
Grocery,Mumbai,Female,39,Middle Age,11348.74,3347.4,11732.24,4260.1,Yes
Grocery,Lucknow,Male,24,Young Adult,18471.66,5134.24,8105.48,2877.68,No
Grocery,Delhi,Female,35,Adult,,11561.91,18199.34,11909.37,Yes
,Chennai,Female,16,Teen,6087.25,16961.73,10522.71,1972.78,Yes
Merchandise,Indore,Female,19,Young Adult,5165.71,21096.05,12162.05,15873.76,No
Grocery,Bangalore,Male,27,Adult,13728.9,20174.41,9461.35,17635.27,Yes
Grocery,Kolkata,Male,33,Adult,9408.09,24945.59,15919.19,-14757.6,Yes
Grocery,Jaipur,Male,18,Young Adult,14225.85,20846.14,8572.56,6319.67,Yes
Grocery,Lucknow,Male,15,Teen,9245.11,,17999.78,8196.11,No
Merchandise,Indore,,45,Middle Age,14788.94,16664.72,19083.6,12913.84,Yes
Merchandise,Bangalore,Male,-1,Teen,3842.73,21903.27,9470.6,2278.09,Yes
Merchandise,Jaipur,Male,18,Young Adult,6506.93,13401.28,7552.87,14790.02,Yes
Grocery,Mumbai,Male,56,Senior,2226.3,6650.99,12595.82,10729.69,No
Grocery,Mumbai,,43,Middle Age,-8518.17,5423.12,1762.41,15154.86,Yes
Merchandise,Jaipur,Male,-1,Teen,12951.4,13735.3,-6052.79,6910.65,No
Merchandise,Pune,Male,57,Senior,13030.79,4824.75,19852.11,12138.35,No
,Indore,Female,44,Middle Age,-7629.03,13193.29,21377.31,10070.54,Yes
Merchandise,Hyderabad,Male,52,Senior,2016.57,-23701.76,16187.86,8213.7,No
Grocery,Delhi,Male,34,Adult,19290.08,1484.76,18558.86,3801.34,No
Merchandise,Bangalore,Male,35,Adult,15243.06,21663.82,1069.75,9374.6,Yes
Grocery,Bangalore,Male,21,Young Adult,13360.6,3072.77,6686.78,-12241.46,No
Grocery,Bangalore,Male,19,Young Adult,3654.89,16987.54,6976.11,-11442.09,No
Merchandise,Hyderabad,Male,28,Adult,598.41,10414.5,4204.89,15510.9,Yes
Grocery,Bangalore,Female,50,Middle Age,18487.3,12460.32,2445.89,10007.73,Yes
Grocery,Lucknow,Female,20,Young Adult,-9986.4,9680.41,6750.96,10610.06,No
Merchandise,,Male,62,Senior,14866.86,23567.85,5603.91,14886.11,Yes
Grocery,Indore,Male,30,Adult,4178.25,6551.87,7752.07,17440.97,Yes
Merchandise,Hyderabad,Female,40,Middle Age,11759.7,6738.25,1008.74,4694.6,Yes
Merchandise,Mumbai,Female,21,Young Adult,1386.6,22807.39,17851.07,,No
Merchandise,Delhi,Female,58,Senior,12335.83,20968.82,21973.66,10028.82,Yes
Grocery,Pune,Male,18,Young Adult,17597.22,1911.06,15764.54,13771.03,Yes
Grocery,Jaipur,Male,55,Senior,4622.15,20747.48,14156.95,12359.28,No
Grocery,Chennai,Female,23,Young Adult,15706.31,5688.92,20436.52,17872.1,Yes
